row_id,Category Code,SPECS
264,[341837000000],"{'[Series]': '[SWL]', '[Lamp Type]': '[LED]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[80]', '[Lens Type]': '[Frosted]', '[Lumens]': '[800 | Lumens]', '[Mounting Type]': '[Wall]', '[Housing Material]': '[Polycarbonate]', '[Housing Finish]': '[White]', '[Dimensions]': '[3.32 in H x 6.15 in W x 5.27 in D]'}"
265,[341121000000],"{'[Type]': '[Recessed]', '[Series]': '[ELX-606]', '[Voltage Rating]': '[120 to 277 | V]', '[Lighting Technology]': '[LED]', '[Legend]': '[EXIT]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[3, 5 | W]', '[Average Life]': '[219000 | hrs]', '[Light Color]': '[Red]', '[Mounting Type]': '[Ceiling/Recessed/Wall]', '[Power Source]': '[Nickel-Cadmium Battery]', '[Housing Material]': '[Aluminum]', '[Housing Finish]': '[Natural Aluminum]', '[Dimensions]': '[10-9/16 in H x 14-9/16 in W x 5-7/16 in D]'}"
266,[331525000000],"{'[Type]': '[1-Pole 3-Way]', '[Series]': '[VNW-P]', '[Voltage Rating]': '[120 to 277 | V]', '[Sensor Type]': '[PIR]', '[Coverage]': '[1000 | sq-ft]', '[Control Output]': '[Manual On]', '[Mounting Type]': '[Wall]', '[Color]': '[Black]'}"
267,[341537000000],"{'[Series]': '[PR8]', '[Suitable For Use With]': '[Designed for commercial or residential use]', '[Material]': '[Steel, Aluminum]', '[Finish]': '[Galvanized]', '[Color]': '[Matte White]', '[Dimensions]': '[8.25 in H x 14.25 in W x 16 in L]'}"
268,[341820000000],"{'[Series]': '[OVR-101-LED]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Fixture Wattage]': '[27, 40, 60 | W]', '[Lamp Type]': '[LED]', '[Light Output]': '[130 | Lumens/W]', '[Color Temperature]': '[5000 | K]', '[Color Rendering Index (CRI)]': '[70]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lumens]': '[4000 | Lumens]', '[Housing Material]': '[Die-Cast Aluminum]', '[Housing Finish]': '[White]', '[Dimensions]': '[9.52 in H x 9.52 in W x 3.19 in D]'}"
269,[341336000000],"{'[Type]': '[Wraparound]', '[Series]': '[OIW-LED]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Lamp Type]': '[LED]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[3500, 4000, 5000 | K]', '[Color Rendering Index (CRI)]': '[85]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lens Type]': '[Prismatic Acrylic]', '[Lumens]': '[4000, 5000, 6000 | Lumens]', '[Housing Material]': '[Steel]', '[Housing Finish]': '[High Gloss Baked White Enamel]'}"
270,[1130210000],"{'[Type]': '[Indirect]', '[Size]': '[One Size]', '[Lens Color]': '[Clear]', '[Lens Material]': '[Polycarbonate]', '[Temple Style]': '[Ventilated]'}"
271,[1130240000],"{'[Size]': '[One Size]', '[Lens Color]': '[Clear]', '[Frame Material]': '[Polycarbonate]', '[Temple Style]': '[Adjustable]'}"
272,[1011120000],"{'[Type]': '[Narrow Face Crimped]', '[Series]': '[TLN-4]', '[Brush Diameter]': '[4 | in]', '[Face Width]': '[1/2 | in]', '[Arbor Hole Size]': '[1/2 to 3/8 | in]', '[Filament/Wire Type]': '[Crimped]', '[Filament/Wire Diameter]': '[0.010 | in]', '[Fill Material]': '[Steel]', '[Trim Length]': '[7/8 | in]', '[Maximum Speed]': '[12500 | rpm]', '[Attachment Type]': '[Arbor Hole]'}"
273,[2525230000],"{'[Type]': '[Abrasive Mop]', '[Series]': '[KM 613]', '[Size]': '[3 | in]', '[Length]': '[3/4 | in]', '[Headband Size]': '[1/4 | in]', '[Head Material]': '[Aluminum Oxide]'}"
274,[331525000000],"{'[Type]': '[1-Pole 3-Way]', '[Series]': '[VNW-P]', '[Voltage Rating]': '[120 to 277 | V]', '[Sensor Type]': '[PIR]', '[Coverage]': '[1000 | sq-ft]', '[Control Output]': '[Manual On]', '[Mounting Type]': '[Wall]', '[Color]': '[Ivory]'}"
275,[341329000000],"{'[Type]': '[Square]', '[Series]': '[SMD4]', '[Voltage Rating]': '[120 | V]', '[Fixture Wattage]': '[9 | W]', '[Amperage Rating]': '[0.08 | A]', '[Lighting Technology]': '[seleCCTable®]', '[Lamp Type]': '[LED]', '[Lamp Base Type]': '[Edison]', '[Light Output]': '[82 | Lumens/W]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[2700, 3000, 3500, 4000, 5000 | K]', '[Color Rendering Index (CRI)]': '[90]', '[Ballast Type]': '[5% Dimming]', '[Lens Type]': '[Diffused Polystyrene]', '[Lumens]': '[752 | Lumens]', '[Insulation Type]': '[Spray Foam]', '[Mounting Type]': '[Surface]', '[Housing Material]': '[Aluminum]', '[Housing Finish]': '[Matte White]', '[Dimensions]': '[15/16 in H x 7-9/16 in W x 7-9/16 in L]'}"
276,[341537000000],"{'[Series]': '[PR8]', '[Suitable For Use With]': '[Designed for commercial or residential use]', '[Material]': '[Steel, Aluminum]', '[Finish]': '[Galvanized]', '[Color]': '[Matte White]', '[Dimensions]': '[8.25 in H x 14.25 in W x 16 in L]'}"
277,[341343000000],"{'[Type]': '[Architectural]', '[Series]': '[OC1]', '[Voltage Rating]': '[120 to 277 | V]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[22, 28, 37 | W]', '[Average Life]': '[100000 | hrs]', '[Color Temperature]': '[3500, 4000, 5000 | K]', '[Color Rendering Index (CRI)]': '[85]', '[Lens Type]': '[Frosted Acrylic]', '[Lumens]': '[3000, 4000, 5000 | Lumens]', '[Mounting Type]': '[Surface/Suspended]', '[Housing Material]': '[Steel]', '[Housing Finish]': '[High Gloss Baked White Enamel]', '[Dimensions]': '[3.25 in L x 6 in W x 2.25 in H]'}"
278,[341820000000],"{'[Series]': '[OVR-101-LED]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Fixture Wattage]': '[27, 40, 60 | W]', '[Lamp Type]': '[LED]', '[Light Output]': '[130 | Lumens/W]', '[Color Temperature]': '[5000 | K]', '[Color Rendering Index (CRI)]': '[70]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lumens]': '[6000 | Lumens]', '[Housing Material]': '[Die-Cast Aluminum]', '[Housing Finish]': '[White]', '[Dimensions]': '[9.52 in H x 9.52 in W x 3.19 in D]'}"
279,[1015230000],"{'[Type]': '[T Special Abrasive]', '[Series]': '[SMT 950 T Special]', '[Specifications]': '[80 Grit]', '[Material]': '[Stainless Steel/Steel]', '[Dimensions]': '[5 in Dia]'}"
280,[1015110000],"{'[Type]': '[Arbor Hole]', '[Outside Diameter]': '[2 | in]', '[Inside Diameter]': '[5/8 | in]', '[Material]': '[Metal]'}"
281,[1146150000],"{'[Type]': '[Disposable]', '[Size]': '[Universal]', '[Headstrap Type]': '[Adjustable]', '[Resists]': '[Bodily Fluids and Blood]', '[Material]': '[Polypropylene]', '[Color]': '[Blue]'}"
282,[1112140000],"{'[Type]': '[Examination]', '[Size]': '[Small]', '[Palm Material]': '[Synthetic Polymer]', '[Material]': '[Synthetic Polymer]', '[Color]': '[Blue]', '[Hand Type]': '[Ambidextrous]', '[Application Type]': '[Examination Grade]', '[Style]': '[Disposable]', '[Cuff Style]': '[Beaded]', '[Powder Style]': '[Powder-Free]', '[Length]': '[240 | mm]', '[Thickness]': '[5 | mil]', '[Resists]': '[Chemical, Hydrocarbon Oil, Fat, Detergent, Solvent]'}"
283,[1163111811],"{'[Size]': '[Large]', '[Color]': '[White]', '[Material]': '[Polypropylene]', '[Resists]': '[Abrasion and Fluid]'}"
284,[1011120000],"{'[Type]': '[Narrow Face Crimped]', '[Series]': '[TLN-4]', '[Brush Diameter]': '[4 | in]', '[Face Width]': '[1/2 | in]', '[Arbor Hole Size]': '[5/8 to 1/2 | in]', '[Filament/Wire Type]': '[Crimped]', '[Filament/Wire Diameter]': '[0.0118 | in]', '[Fill Material]': '[Steel]', '[Trim Length]': '[7/8 | in]', '[Maximum Speed]': '[12500 | rpm]', '[Attachment Type]': '[Arbor Hole]'}"
285,[1015110000],"{'[Type]': '[Arbor Hole]', '[Outside Diameter]': '[2 | in]', '[Inside Diameter]': '[1/2 | in]', '[Material]': '[Metal]'}"
286,[341342000000],"{'[Series]': '[EU-LED]', '[Voltage Rating]': '[120 | V]', '[Fixture Wattage]': '[19.5 | W]', '[Lamp Type]': '[LED]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[3000/3500/4100 | K]', '[Color Rendering Index (CRI)]': '[90]', '[Ballast Type]': '[TRIAC]', '[Lens Type]': '[Polycarbonate]', '[Lumens]': '[1590 | Lumens]', '[Housing Material]': '[Steel]', '[Housing Finish]': '[Polyester Powder Coated/White]', '[Dimensions]': '[1-5/8 in H x 3-1/2 in W x 42 in L]'}"
287,[331525000000],"{'[Type]': '[1-Pole 3-Way]', '[Series]': '[VNW-P]', '[Voltage Rating]': '[120 to 277 | V]', '[Sensor Type]': '[PIR]', '[Coverage]': '[1000 | sq-ft]', '[Control Output]': '[Manual On]', '[Mounting Type]': '[Wall]', '[Color]': '[Light Almond]'}"
288,[342010000000],"{'[Series]': '[RL473]', '[Voltage Rating]': '[120 | V]', '[Fixture Wattage]': '[8.9 | W]', '[Lighting Technology]': '[seleCCTable®]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[16 | W]', '[Recessed Trim Type]': '[Gimbal]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[3000, 4000, 5000 | K]', '[Color Rendering Index (CRI)]': '[90]', '[Ballast Type]': '[TRIAC]', '[Lumens]': '[700 | Lumens]', '[Mounting Type]': '[Recessed]', '[Housing Material]': '[Die-Cast Aluminum]', '[Dimensions]': '[4-7/8 in Dia x 1-3/8 in H]'}"
289,[1015230000],"{'[Type]': '[T Special Abrasive]', '[Series]': '[SMT 950 T Special]', '[Specifications]': '[80 Grit]', '[Material]': '[Stainless Steel/Steel]', '[Dimensions]': '[5 in Dia]'}"
290,[341537000000],"{'[Series]': '[PR8]', '[Suitable For Use With]': '[Designed for commercial or residential use]', '[Material]': '[Steel, Aluminum]', '[Finish]': '[Galvanized]', '[Color]': '[Matte White]', '[Dimensions]': '[8.25 in H x 14.25 in W x 16 in L]'}"
291,[2525230000],"{'[Type]': '[Abrasive Mop]', '[Series]': '[KM 613]', '[Size]': '[3 | in]', '[Length]': '[3/4 | in]', '[Headband Size]': '[1/4 | in]', '[Head Material]': '[Aluminum Oxide]'}"
292,[341329000000],"{'[Type]': '[Round]', '[Series]': '[SMD4]', '[Voltage Rating]': '[120 | V]', '[Fixture Wattage]': '[9 | W]', '[Amperage Rating]': '[0.08 | A]', '[Lighting Technology]': '[seleCCTable®]', '[Lamp Type]': '[LED]', '[Lamp Base Type]': '[Edison]', '[Light Output]': '[85 | Lumens/W]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[2700, 3000, 3500, 4000, 5000 | K]', '[Color Rendering Index (CRI)]': '[90]', '[Ballast Type]': '[5% Dimming]', '[Lens Type]': '[Diffused Polystyrene]', '[Lumens]': '[757 | Lumens]', '[Insulation Type]': '[Spray Foam]', '[Mounting Type]': '[Surface]', '[Housing Material]': '[Aluminum]', '[Housing Finish]': '[Matte White]', '[Dimensions]': '[7-5/8 in Dia x 15/16 in H]'}"
293,[341820000000],"{'[Series]': '[OVR-101-LED]', '[Voltage Rating]': '[120 to 277 | VAC]', '[Fixture Wattage]': '[27, 40, 60 | W]', '[Lamp Type]': '[LED]', '[Light Output]': '[130 | Lumens/W]', '[Color Temperature]': '[5000 | K]', '[Color Rendering Index (CRI)]': '[70]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lumens]': '[6000 | Lumens]', '[Housing Material]': '[Die-Cast Aluminum]', '[Housing Finish]': '[Bronze]', '[Dimensions]': '[9.52 in H x 9.52 in W x 3.19 in D]'}"
294,[341343000000],"{'[Type]': '[Architectural]', '[Series]': '[OC1]', '[Voltage Rating]': '[120 to 277 | V]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[48, 74 | W]', '[Average Life]': '[167000 | hrs]', '[Color Temperature]': '[3500, 4000, 5000 | K]', '[Color Rendering Index (CRI)]': '[85]', '[Lens Type]': '[Frosted Acrylic]', '[Lumens]': '[6000, 8000, 10000 | Lumens]', '[Mounting Type]': '[Surface/Suspended]', '[Housing Material]': '[Steel]', '[Housing Finish]': '[High Gloss Baked White Enamel]', '[Dimensions]': '[3.74 in H x 4.49 in W]'}"
295,[1012130000],"{'[Type]': '[Portable Snagging]', '[Series]': '[T1]', '[Maximum Diameter]': '[3 | in]', '[Head Thickness]': '[1/2 | in]', '[Center Hole Size]': '[3/8 | in]', '[Shape Type]': '[Type 1]', '[Grit]': '[16]', '[Grade]': '[P]', '[Abrasive Material]': '[Aluminum Oxide]', '[Maximum Speed]': '[18080 | rpm]', '[Bond Type]': '[Resin]', '[Attachment Type]': '[Arbor Hole]', '[Applicable Materials]': '[Cast Iron/Ductile Iron/Stainless Steel/Steel]'}"
296,[373326000000],"{'[Series]': '[69-250]', '[Glove Type]': '[Work]', '[Size]': '[Large]', '[Palm Material]': '[Nitrile]', '[Material]': '[Aramid]', '[Color]': '[Black/Yellow]', '[Style]': '[Left/Right Hand]', '[Lining]': '[13 ga Aramid]', '[Cuff Style]': '[Seamless]', '[Coating]': '[Nitrile]', '[Length]': '[240 | mm]', '[Resists]': '[Abrasion/Cut/Tear/Puncture]'}"
297,[341114000000],"{'[Series]': '[ELM-LED-861]', '[Voltage Rating]': '[120 to 277 | V]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[1.5 | W]', '[Number of Heads]': '[2]', '[Lumens]': '[60 | Lumens]', '[Power Source]': '[Ni-Cd Battery]', '[Mounting Type]': '[Universal]', '[Material]': '[Thermoplastic]', '[Color]': '[White]'}"
298,[341315000000],"{'[Series]': '[OMS-LED]', '[Voltage Rating]': '[120 | V]', '[Fixture Wattage]': '[28 | W]', '[Lighting Technology]': '[LED]', '[Lamp Type]': '[LED]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[3000 | K]', '[Color Rendering Index (CRI)]': '[90]', '[Shade Type]': '[Acrylic]', '[Lens Type]': '[White Acrylic]', '[Lumens]': '[2200 | Lumens]', '[Mounting Type]': '[Surface]', '[Housing Material]': '[Metal]', '[Dimensions]': '[3.5 in H x 14 in Dia]'}"
299,[341827000000],"{'[Type]': '[Twin Head]', '[Series]': '[SFLS]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[50 | W]', '[Number of Lamps]': '[2]', '[Average Life]': '[50000 | hrs]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[80]', '[Lens Type]': '[Frosted]', '[Lumens]': '[700 | Lumens]', '[Mounting Type]': '[Eave/Wall]', '[Housing Material]': '[Polycarbonate]', '[Sensing Angle]': '[180 | deg]', '[Time Delay]': '[30, 60, 90 | sec]', '[Detection Range]': '[40 | ft]', '[Dimensions]': '[6.46 in H x 8.94 in W]'}"
300,[1163111814],"{'[Series]': '[40-151]', '[Size]': '[2X-Large]', '[Color]': '[White]', '[Material]': '[Microporous]', '[Resists]': '[Non-Hazardous Liquids/Dry Particles]'}"
301,[1623210000],"{'[Type]': '[Laser Welded Standard]', '[Series]': '[DK 654 B Supra]', '[Shank Size]': '[1-1/4 in UNC Female]', '[Applicable Materials]': '[Concrete]'}"
302,[1010120000],"{'[Type]': '[Abrasive]', '[Series]': '[CS 561]', '[Disc Diameter]': '[125 | mm]', '[Center Hole Size]': '[22 | mm]', '[Grit]': '[36]', '[Abrasive Material]': '[Aluminum Oxide]', '[Backing Material]': '[Fibre]', '[Applicable Materials]': '[Steel/NF metals/Metals/Plastic/Stainless Steel/Wood]', '[Maximum Speed]': '[12200 | rpm]'}"
303,[341321000000],"{'[Type]': '[Architectural]', '[Series]': '[CB2-LED]', '[Voltage Rating]': '[120 to 277 | V]', '[Lighting Technology]': '[LED]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[328 | W]', '[Average Life]': '[70000 | hrs]', '[Color Temperature]': '[5000 | K]', '[Color Rendering Index (CRI)]': '[85]', '[Ballast Type]': '[0 to 10 V 5% Dimming]', '[Lens Type]': '[Frosted Acrylic]', '[Lumens]': '[45000 | Lumens]', '[Mounting Type]': '[Suspended]', '[Housing Material]': '[Steel]', '[Housing Finish]': '[Post Painted White]', '[Dimensions]': '[5.5 in H x 45-13/16 in W x 3-5/16 in D]'}"
304,[1012110000],"{'[Type]': '[Flat]', '[Series]': '[A 24 Extra]', '[Wheel Diameter]': '[4-1/2 | in]', '[Wheel Thickness]': '[3/32 | in]', '[Center Hole Size]': '[7/8 | in]', '[Abrasive Material]': '[Aluminum Oxide]', '[Maximum Speed]': '[13300 | rpm]', '[Bond Type]': '[Synthetic Resin/Fibre-Reinforced]', '[Applicable Materials]': '[Metals]', '[Suitable For Use With]': '[Angle Grinders]'}"
305,[331422000000],"{'[Type]': '[Large Button]', '[Series]': '[FDW]', '[Voltage Rating]': '[9.5 to 22.5 | VDC]', '[Operation Mode]': '[On/Off]', '[Control]': '[1-Button On/Off]', '[Mounting Type]': '[Wall]', '[Color]': '[White]'}"
306,[341811000000],"{'[Type]': '[Area Luminaire]', '[Series]': '[LAS100S]', '[Voltage Rating]': '[347 to 480 | V]', '[Amperage Rating]': '[0.13 to 0.74 | A]', '[Lamp Type]': '[LED]', '[Lamp Wattage]': '[251 | W]', '[Light Output]': '[135 | Lumens/W]', '[Color Temperature]': '[4000 | K]', '[Color Rendering Index (CRI)]': '[70]', '[Ballast Type]': '[0 to 10 V Dimming]', '[Lens Type]': '[UV-Resistant Polycarbonate]', '[Lumens]': '[34000 | Lumens]', '[Enclosure Type]': '[IP65/IP66]', '[Mounting Type]': '[Slipfitter]', '[Housing Material]': '[Die-Cast Aluminum]', '[Housing Finish]': '[Bronze]', '[Dimensions]': '[9-17/64 in H x 27-37/64 in L x 12-7/32 in W]'}"
307,[2822220000],"{'[Type]': '[3 Button]', '[Series]': '[WWBL3]', '[Switch Type]': '[2-Button with Raise/Lower]', '[Operation Mode]': '[Raise/Lower]', '[Sensing Range]': '[100 | ft]', '[Frequency Rating]': '[2.4 | GHz]', '[Mounting Type]': '[Standard]', '[Temperature Rating]': '[32 to 113 | deg F]', '[Color]': '[White]', '[Dimensions]': '[4.2 in H x 1.8 in W x 1.5 in D]'}"
